ANO,MES,DIA,HORA,DIA_SEMANA,ESTACION,SO2,NO2,PM2.5,PM10,O3,TEMPERATURA,PRECIPITACION,DIR_VIENTO,VEL_VIENTO,ICA_SO2,ICA_PM10,ICA_O3,ICA_NO2,ICA
2022.0,5.0,25.0,8,Miercoles,8.0,4.0,35.0,2.0,5.0,56.02,15.8,0.0,4.0,2.8,3.2,10.0,46.68,87.5,36.84
2022.0,5.0,25.0,9,Miercoles,8.0,4.0,27.0,1.0,4.0,66.83,15.8,0.0,4.0,2.8,3.2,8.0,55.69,67.5,33.6
2022.0,5.0,25.0,10,Miercoles,8.0,4.0,18.0,2.0,12.0,76.26,15.8,0.0,4.0,2.8,3.2,24.0,63.55,45.0,33.94
2022.0,5.0,25.0,11,Miercoles,8.0,4.0,16.0,4.0,11.0,76.83,15.8,0.0,4.0,2.8,3.2,22.0,64.03,40.0,32.31
2022.0,5.0,25.0,12,Miercoles,8.0,4.0,15.0,8.0,17.0,78.6,15.8,0.0,4.0,2.8,3.2,34.0,65.5,37.5,35.05
2022.0,5.0,25.0,13,Miercoles,8.0,4.0,12.0,2.0,8.0,82.25,15.8,0.0,4.0,2.8,3.2,16.0,68.54,30.0,29.44
2022.0,5.0,25.0,14,Miercoles,8.0,4.0,13.0,13.0,22.0,83.38,15.8,0.0,4.0,2.8,3.2,44.0,69.48,32.5,37.3
2022.0,5.0,25.0,15,Miercoles,8.0,4.0,11.0,7.0,13.0,85.05,15.8,0.0,4.0,2.8,3.2,26.0,70.88,27.5,31.9
2022.0,5.0,25.0,16,Miercoles,8.0,6.0,13.0,9.0,16.0,85.52,15.8,0.0,4.0,2.8,4.8,32.0,71.27,32.5,35.14
2022.0,5.0,25.0,17,Miercoles,8.0,6.0,12.0,7.0,16.0,87.49,15.8,0.0,4.0,2.8,4.8,32.0,72.91,30.0,34.93
2022.0,5.0,25.0,18,Miercoles,8.0,5.0,16.0,4.0,8.0,84.21,15.8,0.0,4.0,2.8,4.0,16.0,70.18,40.0,32.54
2022.0,5.0,25.0,19,Miercoles,8.0,5.0,15.0,4.0,8.0,83.02,15.8,0.0,4.0,2.8,4.0,16.0,69.18,37.5,31.67
2022.0,5.0,25.0,20,Miercoles,8.0,4.0,15.0,11.0,17.0,79.11,15.8,0.0,4.0,2.8,3.2,34.0,65.92,37.5,35.16
2022.0,5.0,25.0,21,Miercoles,8.0,5.0,18.0,1.0,5.0,73.39,15.8,0.0,4.0,2.8,4.0,10.0,61.16,45.0,30.04
2022.0,5.0,25.0,22,Miercoles,8.0,5.0,18.0,1.0,3.0,72.97,15.8,0.0,4.0,2.8,4.0,6.0,60.81,45.0,28.95
2022.0,5.0,25.0,23,Miercoles,8.0,4.0,13.0,1.0,4.0,72.66,15.8,0.0,4.0,2.8,3.2,8.0,60.55,32.5,26.06
2022.0,5.0,26.0,0,Jueves,8.0,5.0,11.0,1.0,1.0,74.51,18.6,0.0,4.0,1.7,4.0,2.0,62.09,27.5,23.9
2022.0,5.0,26.0,1,Jueves,8.0,5.0,8.0,6.0,13.0,76.47,18.6,0.0,4.0,1.7,4.0,26.0,63.72,20.0,28.43
2022.0,5.0,26.0,2,Jueves,8.0,4.0,8.0,3.0,17.0,74.53,18.6,0.0,4.0,1.7,3.2,34.0,62.11,20.0,29.83
2022.0,5.0,26.0,3,Jueves,8.0,4.0,7.0,1.0,5.0,73.76,18.6,0.0,4.0,1.7,3.2,10.0,61.47,17.5,23.04
2022.0,5.0,26.0,4,Jueves,8.0,4.0,9.0,1.0,3.0,72.81,18.6,0.0,4.0,1.7,3.2,6.0,60.68,22.5,23.1
2022.0,5.0,26.0,5,Jueves,8.0,4.0,8.0,1.0,1.0,72.33,18.6,0.0,4.0,1.7,3.2,2.0,60.28,20.0,21.37
2022.0,5.0,26.0,6,Jueves,8.0,5.0,13.0,2.0,5.0,67.31,18.6,0.0,4.0,1.7,4.0,10.0,56.09,32.5,25.65
2022.0,5.0,26.0,7,Jueves,8.0,5.0,26.0,3.0,6.0,55.1,18.6,0.0,4.0,1.7,4.0,12.0,45.92,65.0,31.73
2022.0,5.0,26.0,8,Jueves,8.0,5.0,31.0,4.0,8.0,51.67,18.6,0.0,4.0,1.7,4.0,16.0,43.06,77.5,35.14
2022.0,5.0,26.0,9,Jueves,8.0,5.0,29.0,3.0,12.0,55.84,18.6,0.0,4.0,1.7,4.0,24.0,46.53,72.5,36.76
2022.0,5.0,26.0,10,Jueves,8.0,4.0,21.0,4.0,17.0,71.49,18.6,0.0,4.0,1.7,3.2,34.0,59.58,52.5,37.32
2022.0,5.0,26.0,11,Jueves,8.0,4.0,18.0,4.0,13.0,68.7,18.6,0.0,4.0,1.7,3.2,26.0,57.25,45.0,32.86
2022.0,5.0,26.0,12,Jueves,8.0,4.0,18.0,1.0,4.0,79.89,18.6,0.0,4.0,1.7,3.2,8.0,66.57,45.0,30.69
2022.0,5.0,26.0,13,Jueves,8.0,4.0,15.0,2.0,7.0,90.25,18.6,0.0,4.0,1.7,3.2,14.0,75.21,37.5,32.48
2022.0,5.0,26.0,14,Jueves,8.0,5.0,16.0,1.0,3.0,93.5,18.6,0.0,4.0,1.7,4.0,6.0,77.92,40.0,31.98
2022.0,5.0,26.0,15,Jueves,8.0,4.0,13.0,2.0,6.0,95.94,18.6,0.0,4.0,1.7,3.2,12.0,79.95,32.5,31.91
2022.0,5.0,26.0,16,Jueves,8.0,5.0,16.0,8.0,16.0,91.6,18.6,0.0,4.0,1.7,4.0,32.0,76.33,40.0,38.08
2022.0,5.0,26.0,17,Jueves,8.0,5.0,18.0,29.0,40.0,83.92,18.6,0.0,4.0,1.7,4.0,80.0,69.93,45.0,49.73
2022.0,5.0,26.0,18,Jueves,8.0,6.0,20.0,11.0,18.0,79.34,18.6,0.0,4.0,1.7,4.8,36.0,66.12,50.0,39.23
2022.0,5.0,26.0,19,Jueves,8.0,5.0,20.0,4.0,5.0,77.07,18.6,0.0,4.0,1.7,4.0,10.0,64.22,50.0,32.06
2022.0,5.0,26.0,20,Jueves,8.0,5.0,28.0,18.0,33.0,64.86,18.6,0.0,4.0,1.7,4.0,66.0,54.05,70.0,48.51
2022.0,5.0,26.0,21,Jueves,8.0,4.0,33.0,4.0,9.0,55.34,18.6,0.0,4.0,1.7,3.2,18.0,46.12,82.5,37.46
2022.0,5.0,26.0,22,Jueves,8.0,5.0,24.0,6.0,14.0,59.63,18.6,0.0,4.0,1.7,4.0,28.0,49.69,60.0,35.42
2022.0,5.0,26.0,23,Jueves,8.0,5.0,19.0,4.0,11.0,59.78,18.6,0.0,4.0,1.7,4.0,22.0,49.82,47.5,30.83
2022.0,5.0,27.0,0,Viernes,8.0,5.0,28.0,6.0,12.0,48.55,23.0,0.0,5.0,2.5,4.0,24.0,40.46,70.0,34.62
2022.0,5.0,27.0,1,Viernes,8.0,5.0,16.0,3.0,7.0,56.04,23.0,0.0,5.0,2.5,4.0,14.0,46.7,40.0,26.18
2022.0,5.0,27.0,2,Viernes,8.0,5.0,13.0,1.0,1.0,56.75,23.0,0.0,5.0,2.5,4.0,2.0,47.29,32.5,21.45
2022.0,5.0,27.0,3,Viernes,8.0,4.0,11.0,1.0,1.0,57.9,23.0,0.0,5.0,2.5,3.2,2.0,48.25,27.5,20.24
2022.0,5.0,27.0,4,Viernes,8.0,5.0,9.0,1.0,1.0,59.56,23.0,0.0,5.0,2.5,4.0,2.0,49.63,22.5,19.53
2022.0,5.0,27.0,5,Viernes,8.0,5.0,11.0,3.0,5.0,54.97,23.0,0.0,5.0,2.5,4.0,10.0,45.81,27.5,21.83
2022.0,5.0,27.0,6,Viernes,8.0,5.0,18.0,7.0,9.0,47.03,23.0,0.0,5.0,2.5,4.0,18.0,39.19,45.0,26.55
2022.0,5.0,27.0,7,Viernes,8.0,5.0,33.0,3.0,5.0,35.21,23.0,0.0,5.0,2.5,4.0,10.0,29.34,82.5,31.46
2022.0,5.0,27.0,8,Viernes,8.0,5.0,36.0,2.0,7.0,34.39,23.0,0.0,5.0,2.5,4.0,14.0,28.66,90.0,34.16
2022.0,5.0,27.0,9,Viernes,8.0,5.0,29.0,1.0,6.0,41.5,23.0,0.0,5.0,2.5,4.0,12.0,34.58,72.5,30.77
2022.0,5.0,27.0,10,Viernes,8.0,4.0,27.0,1.0,7.0,47.14,23.0,0.0,5.0,2.5,3.2,14.0,39.28,67.5,31.0
2022.0,5.0,27.0,11,Viernes,8.0,5.0,26.0,5.0,16.0,57.67,23.0,0.0,5.0,2.5,4.0,32.0,48.06,65.0,37.26
2022.0,5.0,27.0,12,Viernes,8.0,5.0,24.0,4.0,14.0,67.82,23.0,0.0,5.0,2.5,4.0,28.0,56.52,60.0,37.13
2022.0,5.0,27.0,13,Viernes,8.0,5.0,20.0,8.0,15.0,72.14,23.0,0.0,5.0,2.5,4.0,30.0,60.12,50.0,36.03
2022.0,5.0,27.0,14,Viernes,8.0,6.0,18.0,18.0,29.0,74.56,23.0,0.0,5.0,2.5,4.8,58.0,62.13,45.0,42.48
2022.0,5.0,27.0,15,Viernes,8.0,6.0,15.0,1.0,1.0,77.69,23.0,0.0,5.0,2.5,4.8,2.0,64.74,37.5,27.26
2022.0,5.0,27.0,16,Viernes,8.0,6.0,17.0,1.0,1.0,71.1,23.0,0.0,5.0,2.5,4.8,2.0,59.25,42.5,27.14
2022.0,5.0,27.0,17,Viernes,8.0,6.0,20.0,1.0,5.0,67.68,23.0,0.0,5.0,2.5,4.8,10.0,56.4,50.0,30.3
2022.0,5.0,27.0,18,Viernes,8.0,7.0,20.0,1.0,1.0,69.54,23.0,0.0,5.0,2.5,5.6,2.0,57.95,50.0,28.89
2022.0,5.0,27.0,19,Viernes,8.0,7.0,24.0,2.0,11.0,65.95,23.0,0.0,5.0,2.5,5.6,22.0,54.96,60.0,35.64
2022.0,5.0,27.0,20,Viernes,8.0,6.0,41.0,1.0,3.0,49.86,23.0,0.0,5.0,2.5,4.8,6.0,41.55,102.5,38.71
2022.0,5.0,27.0,21,Viernes,8.0,5.0,60.0,5.0,20.0,27.73,23.0,0.0,5.0,2.5,4.0,40.0,23.11,150.0,54.28
2022.0,5.0,27.0,22,Viernes,8.0,5.0,70.0,10.0,22.0,13.92,23.0,0.0,5.0,2.5,4.0,44.0,11.6,175.0,58.65
2022.0,5.0,27.0,23,Viernes,8.0,6.0,50.0,7.0,14.0,28.28,23.0,0.0,5.0,2.5,4.8,28.0,23.57,125.0,45.34
2022.0,5.0,28.0,0,Sabado,8.0,6.0,48.0,12.0,19.0,31.07,24.4,0.0,26.0,2.2,4.8,38.0,25.89,120.0,47.17
2022.0,5.0,28.0,1,Sabado,8.0,5.0,29.0,4.0,11.0,47.73,24.4,0.0,26.0,2.2,4.0,22.0,39.78,72.5,34.57
2022.0,5.0,28.0,2,Sabado,8.0,5.0,19.0,2.0,7.0,49.03,24.4,0.0,26.0,2.2,4.0,14.0,40.86,47.5,26.59
2022.0,5.0,28.0,3,Sabado,8.0,5.0,17.0,1.0,6.0,47.96,24.4,0.0,26.0,2.2,4.0,12.0,39.97,42.5,24.62
2022.0,5.0,28.0,4,Sabado,8.0,5.0,14.0,1.0,7.0,51.27,24.4,0.0,26.0,2.2,4.0,14.0,42.72,35.0,23.93
2022.0,5.0,28.0,5,Sabado,8.0,5.0,13.0,1.0,5.0,50.8,24.4,0.0,26.0,2.2,4.0,10.0,42.33,32.5,22.21
2022.0,5.0,28.0,6,Sabado,8.0,5.0,15.0,3.0,7.0,48.94,24.4,0.0,26.0,2.2,4.0,14.0,40.78,37.5,24.07
2022.0,5.0,28.0,7,Sabado,8.0,5.0,19.0,10.0,15.0,46.05,24.4,0.0,26.0,2.2,4.0,30.0,38.38,47.5,29.97
2022.0,5.0,28.0,8,Sabado,8.0,5.0,18.0,5.0,10.0,53.75,24.4,0.0,26.0,2.2,4.0,20.0,44.79,45.0,28.45
2022.0,5.0,28.0,9,Sabado,8.0,5.0,20.0,4.0,10.0,63.62,24.4,0.0,26.0,2.2,4.0,20.0,53.02,50.0,31.76
2022.0,5.0,28.0,10,Sabado,8.0,5.0,23.0,11.0,20.0,75.7,24.4,0.0,26.0,2.2,4.0,40.0,63.08,57.5,41.14
2022.0,5.0,28.0,11,Sabado,8.0,5.0,21.0,5.0,17.0,88.47,24.4,0.0,26.0,2.2,4.0,34.0,73.72,52.5,41.06
2022.0,5.0,28.0,12,Sabado,8.0,6.0,19.0,8.0,19.0,104.04,24.4,0.0,26.0,2.2,4.8,38.0,86.7,47.5,44.25
2022.0,5.0,28.0,13,Sabado,8.0,6.0,19.0,1.0,1.0,113.24,24.4,0.0,26.0,2.2,4.8,2.0,94.37,47.5,37.17
2022.0,5.0,28.0,14,Sabado,8.0,6.0,17.0,5.0,13.0,120.32,24.4,0.0,26.0,2.2,4.8,26.0,100.27,42.5,43.39
2022.0,5.0,28.0,15,Sabado,8.0,6.0,15.0,7.0,19.0,120.0,24.4,0.0,26.0,2.2,4.8,38.0,100.0,37.5,45.08
2022.0,5.0,28.0,16,Sabado,8.0,6.0,15.0,14.0,27.0,129.54,24.4,0.0,26.0,2.2,4.8,54.0,107.95,37.5,51.06
2022.0,5.0,28.0,17,Sabado,8.0,6.0,17.0,9.0,21.0,115.38,24.4,0.0,26.0,2.2,4.8,42.0,96.15,42.5,46.36
2022.0,5.0,28.0,18,Sabado,8.0,7.0,25.0,16.0,25.0,107.54,24.4,0.0,26.0,2.2,5.6,50.0,89.62,62.5,51.93
2022.0,5.0,28.0,19,Sabado,8.0,7.0,35.0,2.0,4.0,95.28,24.4,0.0,26.0,2.2,5.6,8.0,79.4,87.5,45.12
2022.0,5.0,28.0,20,Sabado,8.0,6.0,34.0,3.0,20.0,92.52,24.4,0.0,26.0,2.2,4.8,40.0,77.1,85.0,51.72
2022.0,5.0,28.0,21,Sabado,8.0,5.0,48.0,5.0,14.0,68.59,24.4,0.0,26.0,2.2,4.0,28.0,57.16,120.0,52.29
2022.0,5.0,28.0,22,Sabado,8.0,5.0,57.0,19.0,40.0,48.61,24.4,0.0,26.0,2.2,4.0,80.0,40.51,142.5,66.75
2022.0,5.0,28.0,23,Sabado,8.0,5.0,45.0,12.0,23.0,54.84,24.4,0.0,26.0,2.2,4.0,46.0,45.7,112.5,52.05
2022.0,5.0,29.0,0,Domingo,8.0,5.0,54.0,8.0,16.0,45.47,23.6,0.0,24.0,2.2,4.0,32.0,37.89,135.0,52.22
2022.0,5.0,29.0,1,Domingo,8.0,5.0,58.0,8.0,17.0,40.71,23.6,0.0,24.0,2.2,4.0,34.0,33.92,145.0,54.23
2022.0,5.0,29.0,2,Domingo,8.0,5.0,41.0,4.0,10.0,45.79,23.6,0.0,24.0,2.2,4.0,20.0,38.16,102.5,41.16
2022.0,5.0,29.0,3,Domingo,8.0,5.0,38.0,6.0,13.0,39.11,23.6,0.0,24.0,2.2,4.0,26.0,32.59,95.0,39.4
2022.0,5.0,29.0,4,Domingo,8.0,5.0,46.0,9.0,13.0,26.22,23.6,0.0,24.0,2.2,4.0,26.0,21.85,115.0,41.71
2022.0,5.0,29.0,5,Domingo,8.0,5.0,62.0,26.0,36.0,10.54,23.6,0.0,24.0,2.2,4.0,72.0,8.78,155.0,59.94
2022.0,5.0,29.0,6,Domingo,8.0,5.0,57.0,17.0,29.0,11.77,23.6,0.0,24.0,2.2,4.0,58.0,9.81,142.5,53.58
2022.0,5.0,29.0,7,Domingo,8.0,5.0,53.0,12.0,24.0,13.47,23.6,0.0,24.0,2.2,4.0,48.0,11.22,132.5,48.93
2022.0,5.0,29.0,8,Domingo,8.0,5.0,44.0,23.0,34.0,22.26,23.6,0.0,24.0,2.2,4.0,68.0,18.55,110.0,50.14
2022.0,5.0,29.0,9,Domingo,8.0,5.0,28.0,27.0,43.0,54.31,23.6,0.0,24.0,2.2,4.0,86.0,45.26,70.0,51.32
2022.0,5.0,29.0,10,Domingo,8.0,5.0,19.0,13.0,31.0,82.46,23.6,0.0,24.0,2.2,4.0,62.0,68.72,47.5,45.56
2022.0,5.0,29.0,11,Domingo,8.0,5.0,17.0,4.0,20.0,101.48,23.6,0.0,24.0,2.2,4.0,40.0,84.57,42.5,42.77
2022.0,5.0,29.0,12,Domingo,8.0,6.0,17.0,20.0,37.0,104.57,23.6,0.0,24.0,2.2,4.8,74.0,87.14,42.5,52.11
2022.0,5.0,29.0,13,Domingo,8.0,6.0,18.0,18.0,38.0,111.59,23.6,0.0,24.0,2.2,4.8,76.0,92.99,45.0,54.7
2022.0,5.0,29.0,14,Domingo,8.0,6.0,18.0,15.0,31.0,108.15,23.6,0.0,24.0,2.2,4.8,62.0,90.12,45.0,50.48
2022.0,5.0,29.0,15,Domingo,8.0,6.0,13.0,34.0,64.0,105.49,23.6,0.0,24.0,2.2,4.8,128.0,87.91,32.5,63.3
2022.0,5.0,29.0,16,Domingo,8.0,6.0,16.0,6.0,18.0,99.04,23.6,0.0,24.0,2.2,4.8,36.0,82.53,40.0,40.83
2022.0,5.0,29.0,17,Domingo,8.0,7.0,20.0,11.0,26.0,94.56,23.6,0.0,24.0,2.2,5.6,52.0,78.8,50.0,46.6
2022.0,5.0,29.0,18,Domingo,8.0,6.0,22.0,10.0,24.0,91.03,23.6,0.0,24.0,2.2,4.8,48.0,75.86,55.0,45.92
2022.0,5.0,29.0,19,Domingo,8.0,6.0,25.0,26.0,49.0,85.79,23.6,0.0,24.0,2.2,4.8,98.0,71.49,62.5,59.2
2022.0,5.0,29.0,20,Domingo,8.0,5.0,25.0,17.0,40.0,80.35,23.6,0.0,24.0,2.2,4.0,80.0,66.96,62.5,53.36
2022.0,5.0,29.0,21,Domingo,8.0,5.0,26.0,15.0,37.0,75.43,23.6,0.0,24.0,2.2,4.0,74.0,62.86,65.0,51.46
2022.0,5.0,29.0,22,Domingo,8.0,5.0,33.0,21.0,37.0,63.91,23.6,0.0,24.0,2.2,4.0,74.0,53.26,82.5,53.44
2022.0,5.0,29.0,23,Domingo,8.0,5.0,22.0,8.0,20.0,69.98,23.6,0.0,24.0,2.2,4.0,40.0,58.32,55.0,39.33
2022.0,5.0,30.0,0,Lunes,8.0,5.0,19.0,8.0,14.0,71.09,19.2,0.0,23.0,3.9,4.0,28.0,59.24,47.5,34.68
2022.0,5.0,30.0,1,Lunes,8.0,5.0,15.0,7.0,14.0,73.51,19.2,0.0,23.0,3.9,4.0,28.0,61.26,37.5,32.69
2022.0,5.0,30.0,2,Lunes,8.0,5.0,12.0,1.0,4.0,75.88,19.2,0.0,23.0,3.9,4.0,8.0,63.23,30.0,26.31
2022.0,5.0,30.0,3,Lunes,8.0,5.0,12.0,5.0,9.0,74.24,19.2,0.0,23.0,3.9,4.0,18.0,61.87,30.0,28.47
2022.0,5.0,30.0,4,Lunes,8.0,5.0,9.0,5.0,10.0,75.21,19.2,0.0,23.0,3.9,4.0,20.0,62.67,22.5,27.29
2022.0,5.0,30.0,5,Lunes,8.0,5.0,12.0,6.0,12.0,74.82,19.2,0.0,23.0,3.9,4.0,24.0,62.35,30.0,30.09
2022.0,5.0,30.0,6,Lunes,8.0,5.0,21.0,6.0,13.0,66.22,19.2,0.0,23.0,3.9,4.0,26.0,55.18,52.5,34.42
2022.0,5.0,30.0,7,Lunes,8.0,5.0,37.0,12.0,21.0,53.32,19.2,0.0,23.0,3.9,4.0,42.0,44.43,92.5,45.73
2022.0,5.0,30.0,8,Lunes,8.0,5.0,40.0,11.0,21.0,56.32,19.2,0.0,23.0,3.9,4.0,42.0,46.93,100.0,48.23
2022.0,5.0,30.0,9,Lunes,8.0,5.0,36.0,15.0,29.0,61.85,19.2,0.0,23.0,3.9,4.0,58.0,51.54,90.0,50.88
2022.0,5.0,30.0,10,Lunes,8.0,4.0,30.0,13.0,29.0,66.84,19.2,0.0,23.0,3.9,3.2,58.0,55.7,75.0,47.98
2022.0,5.0,30.0,11,Lunes,8.0,5.0,25.0,17.0,36.0,73.04,19.2,0.0,23.0,3.9,4.0,72.0,60.87,62.5,49.84
2022.0,5.0,30.0,12,Lunes,8.0,5.0,19.0,10.0,23.0,79.68,19.2,0.0,23.0,3.9,4.0,46.0,66.4,47.5,40.98
2022.0,5.0,30.0,13,Lunes,8.0,5.0,23.0,14.0,29.0,80.59,19.2,0.0,23.0,3.9,4.0,58.0,67.16,57.5,46.66
2022.0,5.0,30.0,14,Lunes,8.0,5.0,24.0,17.0,32.0,80.51,19.2,0.0,23.0,3.9,4.0,64.0,67.09,60.0,48.77
2022.0,5.0,30.0,15,Lunes,8.0,5.0,22.0,11.0,27.0,81.67,19.2,0.0,23.0,3.9,4.0,54.0,68.06,55.0,45.26
2022.0,5.0,30.0,16,Lunes,8.0,3.42,37.11,10.02,18.84,53.61,19.2,0.0,23.0,3.9,2.74,37.68,44.68,92.78,44.47
2022.0,5.0,30.0,17,Lunes,8.0,5.0,28.0,10.13,19.16,71.59,19.2,0.0,23.0,3.9,4.0,38.32,59.66,70.0,43.0
2022.0,5.0,30.0,18,Lunes,8.0,5.0,31.0,14.0,26.0,70.74,19.2,0.0,23.0,3.9,4.0,52.0,58.95,77.5,48.11
2022.0,5.0,30.0,19,Lunes,8.0,5.0,30.0,22.0,37.0,70.12,19.2,0.0,23.0,3.9,4.0,74.0,58.43,75.0,52.86
2022.0,5.0,30.0,20,Lunes,8.0,5.0,30.0,20.0,39.0,65.42,19.2,0.0,23.0,3.9,4.0,78.0,54.52,75.0,52.88
2022.0,5.0,30.0,21,Lunes,8.0,5.0,24.0,6.0,24.0,67.11,19.2,0.0,23.0,3.9,4.0,48.0,55.92,60.0,41.98
2022.0,5.0,30.0,22,Lunes,8.0,5.0,24.0,6.0,18.0,65.51,19.2,0.0,23.0,3.9,4.0,36.0,54.59,60.0,38.65
2022.0,5.0,30.0,23,Lunes,8.0,5.0,16.0,8.0,17.0,68.76,19.2,0.0,23.0,3.9,4.0,34.0,57.3,40.0,33.83
2022.0,5.0,31.0,0,Martes,8.0,5.0,16.0,9.0,15.0,65.96,21.4,0.0,24.0,2.5,4.0,30.0,54.97,40.0,32.24
2022.0,5.0,31.0,1,Martes,8.0,5.0,16.0,10.0,18.0,63.96,21.4,0.0,24.0,2.5,4.0,36.0,53.3,40.0,33.33
2022.0,5.0,31.0,2,Martes,8.0,5.0,15.0,10.0,18.0,61.27,21.4,0.0,24.0,2.5,4.0,36.0,51.06,37.5,32.14
2022.0,5.0,31.0,3,Martes,8.0,5.0,14.0,7.0,13.0,45.04,21.4,0.0,24.0,2.5,4.0,26.0,37.53,35.0,25.63
2022.0,5.0,31.0,4,Martes,8.0,5.0,12.0,9.0,19.0,52.73,21.4,0.0,24.0,2.5,4.0,38.0,43.94,30.0,28.98
2022.0,5.0,31.0,5,Martes,8.0,5.0,15.0,5.0,13.0,51.08,21.4,0.0,24.0,2.5,4.0,26.0,42.57,37.5,27.52
2022.0,5.0,31.0,6,Martes,8.0,5.0,22.0,3.0,10.0,46.95,21.4,0.0,24.0,2.5,4.0,20.0,39.13,55.0,29.53
2022.0,5.0,31.0,7,Martes,8.0,5.0,51.0,10.0,24.0,18.71,21.4,0.0,24.0,2.5,4.0,48.0,15.59,127.5,48.77
2022.0,5.0,31.0,8,Martes,8.0,5.0,61.0,9.0,23.0,15.66,21.4,0.0,24.0,2.5,4.0,46.0,13.05,152.5,53.89
2022.0,5.0,31.0,9,Martes,8.0,6.0,62.0,15.0,28.0,23.85,21.4,0.0,24.0,2.5,4.8,56.0,19.88,155.0,58.92
2022.0,5.0,31.0,10,Martes,8.0,5.0,59.0,19.0,35.0,36.48,21.4,0.0,24.0,2.5,4.0,70.0,30.4,147.5,62.98
2022.0,5.0,31.0,11,Martes,8.0,5.0,42.0,12.0,25.0,55.63,21.4,0.0,24.0,2.5,4.0,50.0,46.36,105.0,51.34
2022.0,5.0,31.0,12,Martes,8.0,6.0,34.0,8.0,24.0,70.61,21.4,0.0,24.0,2.5,4.8,48.0,58.84,85.0,49.16
2022.0,5.0,31.0,13,Martes,8.0,6.0,28.0,10.0,26.0,89.1,21.4,0.0,24.0,2.5,4.8,52.0,74.25,70.0,50.26
2022.0,5.0,31.0,14,Martes,8.0,6.0,19.0,17.0,29.0,100.25,21.4,0.0,24.0,2.5,4.8,58.0,83.54,47.5,48.46
2022.0,5.0,31.0,15,Martes,8.0,6.0,15.0,13.0,27.0,100.11,21.4,0.0,24.0,2.5,4.8,54.0,83.43,37.5,44.93
2022.0,5.0,31.0,16,Martes,8.0,7.0,19.0,7.0,18.0,88.78,21.4,0.0,24.0,2.5,5.6,36.0,73.98,47.5,40.77
2022.0,5.0,31.0,17,Martes,8.0,7.0,19.0,9.0,18.0,86.49,21.4,0.0,24.0,2.5,5.6,36.0,72.08,47.5,40.3
2022.0,5.0,31.0,18,Martes,8.0,7.0,29.0,6.0,14.0,72.97,21.4,0.0,24.0,2.5,5.6,28.0,60.81,72.5,41.73
2022.0,5.0,31.0,19,Martes,8.0,7.0,31.0,2.0,5.0,67.36,21.4,0.0,24.0,2.5,5.6,10.0,56.13,77.5,37.31
2022.0,5.0,31.0,20,Martes,8.0,6.0,34.0,22.0,48.0,58.71,21.4,0.0,24.0,2.5,4.8,96.0,48.92,85.0,58.68
2022.0,5.0,31.0,21,Martes,8.0,5.0,30.0,14.0,40.0,55.42,21.4,0.0,24.0,2.5,4.0,80.0,46.18,75.0,51.3
2022.0,5.0,31.0,22,Martes,8.0,5.0,46.0,8.0,27.0,34.11,21.4,0.0,24.0,2.5,4.0,54.0,28.42,115.0,50.36
2022.0,5.0,31.0,23,Martes,8.0,5.0,43.0,14.0,28.0,32.38,21.4,0.0,24.0,2.5,4.0,56.0,26.98,107.5,48.62
2022.0,6.0,1.0,0,Miercoles,8.0,5.0,35.0,8.0,15.0,40.98,22.6,0.0,24.0,2.2,4.0,30.0,34.15,87.5,38.91
2022.0,6.0,1.0,1,Miercoles,8.0,5.0,21.0,4.0,14.0,50.52,22.6,0.0,24.0,2.2,4.0,28.0,42.1,52.5,31.65
2022.0,6.0,1.0,2,Miercoles,8.0,5.0,12.0,4.0,15.0,45.45,22.6,0.0,24.0,2.2,4.0,30.0,37.88,30.0,25.47
2022.0,6.0,1.0,3,Miercoles,8.0,5.0,10.0,3.0,9.0,63.3,22.6,0.0,24.0,2.2,4.0,18.0,52.75,25.0,24.94
2022.0,6.0,1.0,4,Miercoles,8.0,5.0,11.0,6.0,14.0,60.57,22.6,0.0,24.0,2.2,4.0,28.0,50.48,27.5,27.49
2022.0,6.0,1.0,5,Miercoles,8.0,5.0,15.0,1.0,6.0,51.5,22.6,0.0,24.0,2.2,4.0,12.0,42.92,37.5,24.1
2022.0,6.0,1.0,6,Miercoles,8.0,5.0,20.0,2.0,8.0,44.32,22.6,0.0,24.0,2.2,4.0,16.0,36.93,50.0,26.73
2022.0,6.0,1.0,7,Miercoles,8.0,5.0,56.0,7.0,30.0,14.58,22.6,0.0,24.0,2.2,4.0,60.0,12.15,140.0,54.04
2022.0,6.0,1.0,8,Miercoles,8.0,5.0,67.0,10.0,45.0,12.43,22.6,0.0,24.0,2.2,4.0,90.0,10.36,167.5,67.96
2022.0,6.0,1.0,9,Miercoles,8.0,5.0,52.0,14.0,40.0,30.61,22.6,0.0,24.0,2.2,4.0,80.0,25.51,130.0,59.88
2022.0,6.0,1.0,10,Miercoles,8.0,5.0,31.0,15.0,40.0,55.04,22.6,0.0,24.0,2.2,4.0,80.0,45.87,77.5,51.84
2022.0,6.0,1.0,11,Miercoles,8.0,5.0,24.0,13.0,31.0,67.56,22.6,0.0,24.0,2.2,4.0,62.0,56.3,60.0,45.58
2022.0,6.0,1.0,12,Miercoles,8.0,6.0,26.0,8.0,21.0,68.55,22.6,0.0,24.0,2.2,4.8,42.0,57.12,65.0,42.23
