ANO,MES,DIA,HORA,DIA_SEMANA,ESTACION,SO2,NO2,PM2.5,PM10,O3,TEMPERATURA,PRECIPITACION,DIR_VIENTO,VEL_VIENTO,ICA_SO2,ICA_PM10,ICA_O3,ICA_NO2,ICA
2022.0,2.0,12.0,14,Sabado,8.0,4.0,33.0,8.0,18.0,65.04,10.8,0.0,12.98,2.59,3.2,36.0,54.2,82.5,43.98
2022.0,2.0,12.0,15,Sabado,8.0,4.0,27.0,10.0,23.0,70.59,10.8,0.0,12.98,2.59,3.2,46.0,58.82,67.5,43.88
2022.0,2.0,12.0,16,Sabado,8.0,4.0,26.0,10.0,24.0,72.75,10.8,0.0,12.98,2.59,3.2,48.0,60.62,65.0,44.2
2022.0,2.0,12.0,17,Sabado,8.0,4.0,34.0,9.0,29.0,64.73,10.8,0.0,12.98,2.59,3.2,58.0,53.94,85.0,50.04
2022.0,2.0,12.0,18,Sabado,8.0,4.0,39.0,11.0,42.0,58.72,10.8,0.0,12.98,2.59,3.2,84.0,48.93,97.5,58.41
2022.0,2.0,12.0,19,Sabado,8.0,4.0,48.0,14.0,44.0,46.6,10.8,0.0,12.98,2.59,3.2,88.0,38.83,120.0,62.51
2022.0,2.0,12.0,20,Sabado,8.0,5.0,56.0,12.0,35.0,40.26,10.8,0.0,12.98,2.59,4.0,70.0,33.55,140.0,61.89
2022.0,2.0,12.0,21,Sabado,8.0,4.0,72.0,16.0,33.0,21.79,10.8,0.0,12.98,2.59,3.2,66.0,18.16,180.0,66.84
2022.0,2.0,12.0,22,Sabado,8.0,5.0,78.0,17.0,32.0,15.64,10.8,0.0,12.98,2.59,4.0,64.0,13.03,195.0,69.01
2022.0,2.0,12.0,23,Sabado,8.0,4.0,72.0,17.0,31.0,16.25,10.8,0.0,12.98,2.59,3.2,62.0,13.54,180.0,64.68
2022.0,2.0,13.0,0,Domingo,8.0,4.0,60.0,17.0,29.0,25.26,9.9,1.0,13.18,2.6,3.2,58.0,21.05,150.0,58.06
2022.0,2.0,13.0,1,Domingo,8.0,4.0,47.0,11.0,23.0,34.59,9.9,1.0,13.18,2.6,3.2,46.0,28.82,117.5,48.88
2022.0,2.0,13.0,2,Domingo,8.0,4.0,44.0,15.0,26.0,32.06,9.9,1.0,13.18,2.6,3.2,52.0,26.72,110.0,47.98
2022.0,2.0,13.0,3,Domingo,8.0,4.0,49.0,20.0,32.0,21.94,9.9,1.0,13.18,2.6,3.2,64.0,18.28,122.5,52.0
2022.0,2.0,13.0,4,Domingo,8.0,4.0,34.0,18.0,30.0,30.48,9.9,1.0,13.18,2.6,3.2,60.0,25.4,85.0,43.4
2022.0,2.0,13.0,5,Domingo,8.0,4.0,35.0,15.0,26.0,24.55,9.9,1.0,13.18,2.6,3.2,52.0,20.46,87.5,40.79
2022.0,2.0,13.0,6,Domingo,8.0,4.0,28.0,13.0,23.0,31.52,9.9,1.0,13.19,2.6,3.2,46.0,26.27,70.0,36.37
2022.0,2.0,13.0,7,Domingo,8.0,4.0,30.0,9.0,18.0,31.45,9.9,1.0,13.19,2.6,3.2,36.0,26.21,75.0,35.1
2022.0,2.0,13.0,8,Domingo,8.0,4.0,37.0,10.0,19.0,24.35,9.9,1.0,13.19,2.6,3.2,38.0,20.29,92.5,38.5
2022.0,2.0,13.0,9,Domingo,8.0,4.0,37.0,12.0,24.0,24.87,9.9,1.0,13.19,2.6,3.2,48.0,20.72,92.5,41.1
2022.0,2.0,13.0,10,Domingo,8.0,4.0,37.0,12.0,24.0,29.59,9.9,1.0,13.19,2.6,3.2,48.0,24.66,92.5,42.09
2022.0,2.0,13.0,11,Domingo,8.0,5.0,26.0,16.0,27.0,56.5,9.9,1.0,13.19,2.6,4.0,54.0,47.08,65.0,42.52
2022.0,2.0,13.0,12,Domingo,8.0,4.0,19.0,10.0,23.0,72.06,9.9,1.0,13.19,2.6,3.2,46.0,60.05,47.5,39.19
2022.0,2.0,13.0,13,Domingo,8.0,4.0,16.0,9.0,24.0,77.61,9.9,1.0,13.19,2.6,3.2,48.0,64.68,40.0,38.97
2022.0,2.0,13.0,14,Domingo,8.0,4.0,18.0,5.0,24.0,77.4,9.9,1.0,13.19,2.6,3.2,48.0,64.5,45.0,40.17
2022.0,2.0,13.0,15,Domingo,8.0,4.0,17.0,9.0,21.0,75.47,9.9,1.0,13.19,2.6,3.2,42.0,62.89,42.5,37.65
2022.0,2.0,13.0,16,Domingo,8.0,4.0,17.0,13.0,22.0,71.73,9.9,1.0,13.19,2.6,3.2,44.0,59.78,42.5,37.37
2022.0,2.0,13.0,17,Domingo,8.0,4.0,21.0,8.0,17.0,66.08,9.9,1.0,13.19,2.6,3.2,34.0,55.07,52.5,36.19
2022.0,2.0,13.0,18,Domingo,8.0,4.0,24.0,7.0,16.0,62.68,9.9,1.0,13.2,2.6,3.2,32.0,52.23,60.0,36.86
2022.0,2.0,13.0,19,Domingo,8.0,4.0,24.0,9.0,17.0,64.92,9.9,1.0,13.2,2.6,3.2,34.0,54.1,60.0,37.83
2022.0,2.0,13.0,20,Domingo,8.0,4.0,27.0,4.0,11.0,63.58,9.9,1.0,13.2,2.6,3.2,22.0,52.98,67.5,36.42
2022.0,2.0,13.0,21,Domingo,8.0,4.0,24.0,6.0,11.0,66.02,9.9,1.0,13.2,2.6,3.2,22.0,55.02,60.0,35.06
2022.0,2.0,13.0,22,Domingo,8.0,4.0,16.0,5.0,9.0,69.96,9.9,1.0,13.2,2.6,3.2,18.0,58.3,40.0,29.88
2022.0,2.0,13.0,23,Domingo,8.0,4.0,14.0,6.0,9.0,70.18,9.9,1.0,13.2,2.6,3.2,18.0,58.48,35.0,28.67
2022.0,2.0,14.0,0,Lunes,8.0,4.0,14.0,7.0,10.0,67.98,8.5,0.0,13.4,2.61,3.2,20.0,56.65,35.0,28.71
2022.0,2.0,14.0,1,Lunes,8.0,4.0,9.0,4.0,7.0,71.77,8.5,0.0,13.4,2.61,3.2,14.0,59.81,22.5,24.88
2022.0,2.0,14.0,2,Lunes,8.0,4.0,9.0,7.0,8.0,70.83,8.5,0.0,13.4,2.61,3.2,16.0,59.02,22.5,25.18
2022.0,2.0,14.0,3,Lunes,8.0,4.0,8.0,1.0,1.0,68.53,8.5,0.0,13.4,2.61,3.2,2.0,57.11,20.0,20.58
2022.0,2.0,14.0,4,Lunes,8.0,4.0,9.0,1.0,1.0,67.99,8.5,0.0,13.4,2.61,3.2,2.0,56.66,22.5,21.09
2022.0,2.0,14.0,5,Lunes,8.0,4.0,14.0,2.0,2.0,67.39,8.5,0.0,13.4,2.61,3.2,4.0,56.16,35.0,24.59
2022.0,2.0,14.0,6,Lunes,8.0,4.0,30.0,3.0,4.0,52.91,8.5,0.0,13.4,2.61,3.2,8.0,44.09,75.0,32.57
2022.0,2.0,14.0,7,Lunes,8.0,4.0,52.0,2.0,4.0,35.83,8.5,0.0,13.4,2.61,3.2,8.0,29.86,130.0,42.76
2022.0,2.0,14.0,8,Lunes,8.0,4.0,70.0,1.0,5.0,21.26,8.5,0.0,13.4,2.61,3.2,10.0,17.72,175.0,51.48
2022.0,2.0,14.0,9,Lunes,8.0,4.0,61.0,3.0,8.0,35.77,8.5,0.0,13.4,2.61,3.2,16.0,29.81,152.5,50.38
2022.0,2.0,14.0,10,Lunes,8.0,2.0,39.0,10.0,18.0,39.7,8.5,0.0,13.41,2.61,1.6,36.0,33.08,97.5,42.04
2022.0,2.0,14.0,11,Lunes,8.0,2.0,33.0,2.0,8.0,39.39,8.5,0.0,13.41,2.61,1.6,16.0,32.82,82.5,33.23
2022.0,2.0,14.0,12,Lunes,8.0,3.0,30.0,3.0,9.0,55.62,8.5,0.0,13.41,2.61,2.4,18.0,46.35,75.0,35.44
2022.0,2.0,14.0,13,Lunes,8.0,4.0,28.0,6.0,12.0,60.94,8.5,0.0,13.41,2.61,3.2,24.0,50.78,70.0,37.0
2022.0,2.0,14.0,14,Lunes,8.0,4.0,21.0,3.0,8.0,68.27,8.5,0.0,13.41,2.61,3.2,16.0,56.89,52.5,32.15
2022.0,2.0,14.0,15,Lunes,8.0,4.0,23.0,2.0,5.0,66.31,8.5,0.0,13.41,2.61,3.2,10.0,55.26,57.5,31.49
2022.0,2.0,14.0,16,Lunes,8.0,4.0,31.0,5.0,9.0,60.91,8.5,0.0,13.41,2.61,3.2,18.0,50.76,77.5,37.36
2022.0,2.0,14.0,17,Lunes,8.0,4.0,27.0,4.0,8.0,63.52,8.5,0.0,13.41,2.61,3.2,16.0,52.93,67.5,34.91
2022.0,2.0,14.0,18,Lunes,8.0,4.0,29.0,2.0,6.0,59.55,8.5,0.0,13.41,2.61,3.2,12.0,49.62,72.5,34.33
2022.0,2.0,14.0,19,Lunes,8.0,4.0,38.0,1.0,1.0,50.63,8.5,0.0,13.41,2.61,3.2,2.0,42.19,95.0,35.6
2022.0,2.0,14.0,20,Lunes,8.0,4.0,41.0,1.0,3.0,47.94,8.5,0.0,13.41,2.61,3.2,6.0,39.95,102.5,37.91
2022.0,2.0,14.0,21,Lunes,8.0,4.0,45.0,9.0,11.0,41.25,8.5,0.0,13.42,2.61,3.2,22.0,34.38,112.5,43.02
2022.0,2.0,14.0,22,Lunes,8.0,4.0,35.0,4.0,7.0,47.58,8.5,0.0,13.42,2.61,3.2,14.0,39.65,87.5,36.09
2022.0,2.0,14.0,23,Lunes,8.0,4.0,28.0,1.0,2.0,51.52,8.5,0.0,13.42,2.61,3.2,4.0,42.93,70.0,30.03
2022.0,2.0,15.0,0,Martes,8.0,4.0,30.0,3.0,4.0,47.45,7.4,0.0,13.61,2.62,3.2,8.0,39.54,75.0,31.44
2022.0,2.0,15.0,1,Martes,8.0,4.0,24.0,7.0,9.0,50.2,7.4,0.0,13.61,2.62,3.2,18.0,41.83,60.0,30.76
2022.0,2.0,15.0,2,Martes,8.0,4.0,17.0,7.0,8.0,56.86,7.4,0.0,13.62,2.62,3.2,16.0,47.38,42.5,27.27
2022.0,2.0,15.0,3,Martes,8.0,4.0,15.0,1.0,2.0,57.98,7.4,0.0,13.62,2.62,3.2,4.0,48.32,37.5,23.26
2022.0,2.0,15.0,4,Martes,8.0,4.0,15.0,4.0,5.0,58.69,7.4,0.0,13.62,2.62,3.2,10.0,48.91,37.5,24.9
2022.0,2.0,15.0,5,Martes,8.0,4.0,25.0,1.0,3.0,44.72,7.4,0.0,13.62,2.62,3.2,6.0,37.27,62.5,27.24
2022.0,2.0,15.0,6,Martes,8.0,4.0,51.0,3.0,3.0,16.32,7.4,0.0,13.62,2.62,3.2,6.0,13.6,127.5,37.58
2022.0,2.0,15.0,7,Martes,8.0,4.0,56.0,10.0,12.0,15.82,7.4,0.0,13.62,2.62,3.2,24.0,13.18,140.0,45.1
2022.0,2.0,15.0,8,Martes,8.0,5.0,82.0,6.0,12.0,4.76,7.4,0.0,13.62,2.62,4.0,24.0,3.97,205.0,59.24
2022.0,2.0,15.0,9,Martes,8.0,5.0,68.0,9.0,17.0,18.6,7.4,0.0,13.62,2.62,4.0,34.0,15.5,170.0,55.88
2022.0,2.0,15.0,10,Martes,8.0,5.0,63.0,9.0,16.0,27.83,7.4,0.0,13.62,2.62,4.0,32.0,23.19,157.5,54.17
2022.0,2.0,15.0,11,Martes,8.0,4.0,54.0,12.0,18.0,37.43,7.4,0.0,13.62,2.62,3.2,36.0,31.19,135.0,51.35
2022.0,2.0,15.0,12,Martes,8.0,4.0,53.0,6.0,12.0,38.31,7.4,0.0,13.62,2.62,3.2,24.0,31.93,132.5,47.91
2022.0,2.0,15.0,13,Martes,8.0,4.0,40.0,5.0,12.0,52.37,7.4,0.0,13.63,2.62,3.2,24.0,43.64,100.0,42.71
2022.0,2.0,15.0,14,Martes,8.0,4.0,25.0,10.0,13.0,68.85,7.4,0.0,13.63,2.62,3.2,26.0,57.38,62.5,37.27
2022.0,2.0,15.0,15,Martes,8.0,4.0,22.0,5.0,8.0,70.28,7.4,0.0,13.63,2.62,3.2,16.0,58.57,55.0,33.19
2022.0,2.0,15.0,16,Martes,8.0,4.0,27.0,6.0,9.0,66.56,7.4,0.0,13.63,2.62,3.2,18.0,55.47,67.5,36.04
2022.0,2.0,15.0,17,Martes,8.0,4.0,34.0,2.0,4.0,59.53,7.4,0.0,13.63,2.62,3.2,8.0,49.61,85.0,36.45
2022.0,2.0,15.0,18,Martes,8.0,4.0,47.0,3.0,8.0,45.24,7.4,0.0,13.63,2.62,3.2,16.0,37.7,117.5,43.6
2022.0,2.0,15.0,19,Martes,8.0,4.0,71.0,2.0,9.0,23.47,7.4,0.0,13.63,2.62,3.2,18.0,19.56,177.5,54.56
2022.0,2.0,15.0,20,Martes,8.0,4.0,61.0,5.0,12.0,30.86,7.4,0.0,13.63,2.62,3.2,24.0,25.72,152.5,51.36
2022.0,2.0,15.0,21,Martes,8.0,4.0,46.0,11.0,16.0,40.59,7.4,0.0,13.63,2.62,3.2,32.0,33.83,115.0,46.01
2022.0,2.0,15.0,22,Martes,8.0,4.0,30.0,5.0,8.0,52.97,7.4,0.0,13.63,2.63,3.2,16.0,44.14,75.0,34.58
2022.0,2.0,15.0,23,Martes,8.0,4.0,29.0,1.0,4.0,54.4,7.4,0.0,13.63,2.63,3.2,8.0,45.33,72.5,32.26
2022.0,2.0,16.0,0,Miercoles,8.0,4.0,19.0,4.0,6.0,63.01,9.8,0.0,13.83,2.63,3.2,12.0,52.51,47.5,28.8
2022.0,2.0,16.0,1,Miercoles,8.0,4.0,17.0,1.0,1.0,67.16,9.8,0.0,13.83,2.63,3.2,2.0,55.97,42.5,25.92
2022.0,2.0,16.0,2,Miercoles,8.0,4.0,17.0,1.0,1.0,65.07,9.8,0.0,13.83,2.63,3.2,2.0,54.22,42.5,25.48
2022.0,2.0,16.0,3,Miercoles,8.0,4.0,35.0,1.0,1.0,36.21,9.8,0.0,13.83,2.64,3.2,2.0,30.18,87.5,30.72
2022.0,2.0,16.0,4,Miercoles,8.0,4.0,40.0,3.0,4.0,27.08,9.8,0.0,13.83,2.64,3.2,8.0,22.57,100.0,33.44
2022.0,2.0,16.0,5,Miercoles,8.0,4.0,46.0,4.0,7.0,17.21,9.8,0.0,13.83,2.64,3.2,14.0,14.34,115.0,36.64
2022.0,2.0,16.0,6,Miercoles,8.0,4.0,57.0,2.0,4.0,8.4,9.8,0.0,13.84,2.64,3.2,8.0,7.0,142.5,40.17
2022.0,2.0,16.0,7,Miercoles,8.0,4.0,70.0,4.0,10.0,7.51,9.8,0.0,13.84,2.64,3.2,20.0,6.26,175.0,51.12
2022.0,2.0,16.0,8,Miercoles,8.0,5.0,85.0,10.0,18.0,5.48,9.8,0.0,13.84,2.64,4.0,36.0,4.57,212.5,64.27
2022.0,2.0,16.0,9,Miercoles,8.0,5.0,89.0,10.0,21.0,9.22,9.8,0.0,13.84,2.64,4.0,42.0,7.68,222.5,69.04
2022.0,2.0,16.0,10,Miercoles,8.0,5.0,77.0,12.0,23.0,17.15,9.8,0.0,13.84,2.64,4.0,46.0,14.29,192.5,64.2
2022.0,2.0,16.0,11,Miercoles,8.0,4.47,36.0,8.83,16.94,53.55,9.8,0.0,13.84,2.64,3.58,33.88,44.62,90.0,43.02
2022.0,2.0,16.0,12,Miercoles,8.0,4.0,31.0,7.0,11.0,59.55,9.8,0.0,13.84,2.64,3.2,22.0,49.62,77.5,38.08
2022.0,2.0,16.0,13,Miercoles,8.0,4.0,27.0,1.0,1.0,65.66,9.8,0.0,13.84,2.64,3.2,2.0,54.72,67.5,31.86
2022.0,2.0,16.0,14,Miercoles,8.0,4.0,31.0,6.0,9.0,62.63,9.8,0.0,13.84,2.64,3.2,18.0,52.19,77.5,37.72
2022.0,2.0,16.0,15,Miercoles,8.0,4.54,29.0,10.0,12.0,57.49,9.8,0.0,13.84,2.64,3.63,24.0,47.91,72.5,37.01
2022.0,2.0,16.0,16,Miercoles,8.0,4.56,33.0,3.0,8.0,50.6,9.8,0.0,13.84,2.64,3.65,16.0,42.17,82.5,36.08
2022.0,2.0,16.0,17,Miercoles,8.0,4.58,40.0,5.0,11.0,43.68,9.8,0.0,13.85,2.64,3.66,22.0,36.4,100.0,40.52
2022.0,2.0,16.0,18,Miercoles,8.0,4.6,56.0,7.0,12.0,29.67,9.8,0.0,13.85,2.64,3.68,24.0,24.72,140.0,48.1
2022.0,2.0,16.0,19,Miercoles,8.0,4.62,61.0,5.0,10.0,25.58,9.8,0.0,13.85,2.64,3.7,20.0,21.32,152.5,49.38
2022.0,2.0,16.0,20,Miercoles,8.0,4.64,56.0,1.0,4.0,29.03,9.8,0.0,13.85,2.64,3.71,8.0,24.19,140.0,43.98
2022.0,2.0,16.0,21,Miercoles,8.0,4.65,61.0,2.0,7.0,24.22,9.8,0.0,13.85,2.64,3.72,14.0,20.18,152.5,47.6
2022.0,2.0,16.0,22,Miercoles,8.0,4.67,65.0,7.0,11.0,18.17,9.8,0.0,13.85,2.64,3.74,22.0,15.14,162.5,50.84
2022.0,2.0,16.0,23,Miercoles,8.0,4.69,70.0,7.0,11.0,9.44,9.8,0.0,13.85,2.64,3.75,22.0,7.87,175.0,52.16
2022.0,2.0,17.0,0,Jueves,8.0,4.26,73.0,11.0,15.0,5.61,10.8,0.0,14.05,2.65,3.41,30.0,4.68,182.5,55.15
2022.0,2.0,17.0,1,Jueves,8.0,4.28,76.0,12.0,16.0,3.74,10.8,0.0,14.05,2.65,3.42,32.0,3.12,190.0,57.14
2022.0,2.0,17.0,2,Jueves,8.0,4.29,71.0,9.0,14.0,3.8,10.8,0.0,14.05,2.65,3.43,28.0,3.17,177.5,53.02
2022.0,2.0,17.0,3,Jueves,8.0,4.31,63.0,7.0,12.0,3.68,10.8,0.0,14.05,2.65,3.45,24.0,3.07,157.5,47.0
2022.0,2.0,17.0,4,Jueves,8.0,4.33,58.0,6.0,9.0,3.58,10.8,0.0,14.05,2.65,3.46,18.0,2.98,145.0,42.36
2022.0,2.0,17.0,5,Jueves,8.0,4.35,60.0,12.0,14.0,3.9,10.8,0.0,14.05,2.65,3.48,28.0,3.25,150.0,46.18
2022.0,2.0,17.0,6,Jueves,8.0,4.37,56.0,9.0,12.0,3.91,10.8,0.0,14.05,2.65,3.5,24.0,3.26,140.0,42.69
2022.0,2.0,17.0,7,Jueves,8.0,4.39,60.0,10.0,15.0,3.51,10.8,0.0,14.05,2.65,3.51,30.0,2.92,150.0,46.61
2022.0,2.0,17.0,8,Jueves,8.0,4.4,66.0,15.0,19.0,5.36,10.8,0.0,14.05,2.65,3.52,38.0,4.47,165.0,52.75
2022.0,2.0,17.0,9,Jueves,8.0,4.42,67.0,12.0,19.0,9.0,10.8,0.0,14.06,2.65,3.54,38.0,7.5,167.5,54.14
2022.0,2.0,17.0,10,Jueves,8.0,4.44,69.0,17.0,27.0,13.07,10.8,0.0,14.06,2.65,3.55,54.0,10.89,172.5,60.24
2022.0,2.0,17.0,11,Jueves,8.0,4.46,66.0,16.0,26.0,20.15,10.8,0.0,14.06,2.65,3.57,52.0,16.79,165.0,59.34
2022.0,2.0,17.0,12,Jueves,8.0,4.48,42.0,14.0,22.0,35.1,10.8,0.0,14.06,2.65,3.58,44.0,29.25,105.0,45.46
2022.0,2.0,17.0,13,Jueves,8.0,4.0,40.0,12.0,19.0,43.39,10.8,0.0,14.06,2.65,3.2,38.0,36.16,100.0,44.34
2022.0,2.0,17.0,14,Jueves,8.0,4.0,43.0,15.0,21.0,44.54,10.8,0.0,14.06,2.65,3.2,42.0,37.12,107.5,47.46
2022.0,2.0,17.0,15,Jueves,8.0,4.0,49.0,11.0,21.0,44.51,10.8,0.0,14.06,2.65,3.2,42.0,37.09,122.5,51.2
2022.0,2.0,17.0,16,Jueves,8.0,4.0,54.0,11.0,20.0,43.02,10.8,0.0,14.06,2.65,3.2,40.0,35.85,135.0,53.51
2022.0,2.0,17.0,17,Jueves,8.0,4.0,60.0,7.0,16.0,35.55,10.8,0.0,14.06,2.65,3.2,32.0,29.62,150.0,53.7
2022.0,2.0,17.0,18,Jueves,8.0,3.0,66.0,12.0,25.0,27.43,10.8,0.0,14.06,2.65,2.4,50.0,22.86,165.0,60.06
2022.0,2.0,17.0,19,Jueves,8.0,4.0,83.0,7.0,26.0,13.77,10.8,0.0,14.06,2.65,3.2,52.0,11.48,207.5,68.54
2022.0,2.0,17.0,20,Jueves,8.0,4.0,99.0,12.0,29.0,4.78,10.8,0.0,14.06,2.65,3.2,58.0,3.98,247.5,78.17
2022.0,2.0,17.0,21,Jueves,8.0,4.0,100.0,16.0,31.0,3.96,10.8,0.0,14.07,2.65,3.2,62.0,3.3,250.0,79.62
2022.0,2.0,17.0,22,Jueves,8.0,4.0,103.0,16.0,28.0,3.74,10.8,0.0,14.07,2.65,3.2,56.0,3.12,257.5,79.96
2022.0,2.0,17.0,23,Jueves,8.0,4.0,94.0,16.0,25.0,3.74,10.8,0.0,14.07,2.65,3.2,50.0,3.12,235.0,72.83
2022.0,2.0,18.0,0,Viernes,8.0,5.0,118.0,19.0,28.0,3.77,11.8,0.0,14.26,2.66,4.0,56.0,3.14,295.0,89.54
2022.0,2.0,18.0,1,Viernes,8.0,5.0,105.0,13.0,24.0,3.65,11.8,0.0,14.26,2.66,4.0,48.0,3.04,262.5,79.39
2022.0,2.0,18.0,2,Viernes,8.0,4.0,99.0,15.0,26.0,3.61,11.8,0.0,14.27,2.66,3.2,52.0,3.01,247.5,76.43
2022.0,2.0,18.0,3,Viernes,8.0,4.0,81.0,13.0,20.0,3.5,11.8,0.0,14.27,2.66,3.2,40.0,2.92,202.5,62.16
2022.0,2.0,18.0,4,Viernes,8.0,4.0,70.0,13.0,19.0,3.58,11.8,0.0,14.27,2.66,3.2,38.0,2.98,175.0,54.8
2022.0,2.0,18.0,5,Viernes,8.0,3.0,61.0,14.0,20.0,3.53,11.8,0.0,14.27,2.66,2.4,40.0,2.94,152.5,49.46
2022.0,2.0,18.0,6,Viernes,8.0,3.0,57.0,16.0,20.0,4.58,11.8,0.0,14.27,2.66,2.4,40.0,3.82,142.5,47.18
2022.0,2.0,18.0,7,Viernes,8.0,4.0,59.0,11.0,15.0,4.74,11.8,0.0,14.27,2.66,3.2,30.0,3.95,147.5,46.16
2022.0,2.0,18.0,8,Viernes,8.0,4.0,71.0,16.0,21.0,4.59,11.8,0.0,14.27,2.66,3.2,42.0,3.82,177.5,56.63
2022.0,2.0,18.0,9,Viernes,8.0,5.0,70.0,18.0,28.0,7.98,11.8,0.0,14.27,2.66,4.0,56.0,6.65,175.0,60.41
2022.0,2.0,18.0,10,Viernes,8.0,5.0,56.0,22.0,32.0,16.27,11.8,0.0,14.27,2.66,4.0,64.0,13.56,140.0,55.39
2022.0,2.0,18.0,11,Viernes,8.0,5.0,69.0,13.0,21.0,18.13,11.8,0.0,14.27,2.66,4.0,42.0,15.11,172.5,58.4
2022.0,2.0,18.0,12,Viernes,8.0,5.0,76.0,24.0,37.0,22.22,11.8,0.0,14.27,2.66,4.0,74.0,18.52,190.0,71.63
2022.0,2.0,18.0,13,Viernes,8.0,4.0,52.0,25.0,38.0,43.23,11.8,0.0,14.28,2.66,3.2,76.0,36.02,130.0,61.3
2022.0,2.0,18.0,14,Viernes,8.0,4.0,50.0,15.0,25.0,50.34,11.8,0.0,14.28,2.66,3.2,50.0,41.95,125.0,55.04
2022.0,2.0,18.0,15,Viernes,8.0,4.0,53.0,6.0,15.0,52.66,11.8,0.0,14.28,2.66,3.2,30.0,43.88,132.5,52.4
2022.0,2.0,18.0,16,Viernes,8.0,4.0,40.0,9.0,17.0,58.41,11.8,0.0,14.28,2.66,3.2,34.0,48.68,100.0,46.47
2022.0,2.0,18.0,17,Viernes,8.0,4.0,40.0,13.0,20.0,58.9,11.8,0.0,14.28,2.66,3.2,40.0,49.08,100.0,48.07
2022.0,2.0,18.0,18,Viernes,8.0,4.0,48.0,12.0,19.0,49.84,11.8,0.0,14.28,2.66,3.2,38.0,41.53,120.0,50.68
2022.0,2.0,18.0,19,Viernes,8.0,4.0,65.0,8.0,18.0,28.83,11.8,0.0,14.28,2.66,3.2,36.0,24.02,162.5,56.43
2022.0,2.0,18.0,20,Viernes,8.0,4.0,59.0,9.0,17.0,21.31,11.8,0.0,14.28,2.66,3.2,34.0,17.76,147.5,50.62
2022.0,2.0,18.0,21,Viernes,8.0,4.0,65.0,11.0,15.0,14.15,11.8,0.0,14.28,2.66,3.2,30.0,11.79,162.5,51.87
2022.0,2.0,18.0,22,Viernes,8.0,4.0,39.0,14.0,17.0,29.02,11.8,0.0,14.28,2.66,3.2,34.0,24.18,97.5,39.72
2022.0,2.0,18.0,23,Viernes,8.0,3.0,25.0,9.0,11.0,44.98,11.8,0.0,14.28,2.66,2.4,22.0,37.48,62.5,31.1
2022.0,2.0,19.0,0,Sabado,8.0,3.0,25.0,4.0,6.0,47.87,9.2,0.0,14.48,2.67,2.4,12.0,39.89,62.5,29.2
2022.0,2.0,19.0,1,Sabado,8.0,3.0,32.0,1.0,2.0,33.04,9.2,0.0,14.48,2.67,2.4,4.0,27.53,80.0,28.48
2022.0,2.0,19.0,2,Sabado,8.0,3.0,19.0,7.0,8.0,37.58,9.2,0.0,14.48,2.67,2.4,16.0,31.32,47.5,24.3
2022.0,2.0,19.0,3,Sabado,8.0,3.0,13.0,9.0,10.0,43.42,9.2,0.0,14.48,2.67,2.4,20.0,36.18,32.5,22.77
2022.0,2.0,19.0,4,Sabado,8.0,3.0,10.0,8.0,9.0,47.13,9.2,0.0,14.48,2.67,2.4,18.0,39.28,25.0,21.17
2022.0,2.0,19.0,5,Sabado,8.0,3.0,11.0,11.0,11.0,54.01,9.2,0.0,14.49,2.67,2.4,22.0,45.01,27.5,24.23
2022.0,2.0,19.0,6,Sabado,8.0,3.0,9.0,2.0,2.0,61.26,9.2,0.0,14.49,2.67,2.4,4.0,51.05,22.5,19.99
2022.0,2.0,19.0,7,Sabado,8.0,3.0,14.0,1.0,1.0,63.9,9.2,0.0,14.49,2.67,2.4,2.0,53.25,35.0,23.16
2022.0,2.0,19.0,8,Sabado,8.0,3.0,18.0,1.0,2.0,62.05,9.2,0.0,14.49,2.67,2.4,4.0,51.71,45.0,25.78
2022.0,2.0,19.0,9,Sabado,8.0,3.0,22.0,1.0,2.0,58.78,9.2,0.0,14.49,2.67,2.4,4.0,48.98,55.0,27.6
2022.0,2.0,19.0,10,Sabado,8.0,3.0,22.0,1.0,3.0,59.74,9.2,0.0,14.49,2.67,2.4,6.0,49.78,55.0,28.3
2022.0,2.0,19.0,11,Sabado,8.0,3.0,26.0,2.0,5.0,58.19,9.2,0.0,14.49,2.67,2.4,10.0,48.49,65.0,31.47
2022.0,2.0,19.0,12,Sabado,8.0,3.0,28.0,2.0,4.0,57.31,9.2,0.0,14.49,2.67,2.4,8.0,47.76,70.0,32.04
2022.0,2.0,19.0,13,Sabado,8.0,3.0,28.0,1.0,1.0,58.24,9.2,0.0,14.49,2.67,2.4,2.0,48.53,70.0,30.73
2022.0,2.0,19.0,14,Sabado,8.0,3.0,26.0,6.0,8.0,61.55,9.2,0.0,14.49,2.67,2.4,16.0,51.29,65.0,33.67
2022.0,2.0,19.0,15,Sabado,8.0,3.0,18.0,2.0,4.0,67.72,9.2,0.0,14.49,2.67,2.4,8.0,56.43,45.0,27.96
2022.0,2.0,19.0,16,Sabado,8.0,3.0,20.0,9.42,6.0,66.23,9.2,0.0,14.49,2.67,2.4,12.0,55.19,50.0,29.9
2022.0,2.0,19.0,17,Sabado,8.0,3.0,22.0,9.53,13.0,64.44,9.2,0.0,14.5,2.67,2.4,26.0,53.7,55.0,34.28
2022.0,2.0,19.0,18,Sabado,8.0,3.0,35.0,2.0,3.0,52.73,9.2,0.0,14.5,2.67,2.4,6.0,43.94,87.5,34.96
